id,cost,ip_address,lat,lng
78,$783296.44,194.40.27.206,-0.9761111,100.6838889
79,$15457.71,14.159.174.97,-29.5917671,26.667126
80,$218744.99,103.208.165.123,-16.2162656,39.914466
81,$620250.07,172.43.142.127,-6.898384,111.885002
82,$112626.58,174.217.73.162,13.6535843,123.1806689
83,$852049.53,102.188.227.179,-7.6142101,110.692877
84,$912804.81,29.79.217.40,58.4078726,51.1841486
85,$331700.81,86.196.185.175,-27.582369,-60.713149
86,$585503.43,103.169.116.207,3.706995,103.1024948
87,$717795.48,64.5.212.243,23.028956,113.143441
88,$665959.11,128.135.0.101,23.125735,113.964824
89,$910893.05,12.162.207.36,22.396428,114.109497
90,$120458.08,92.223.126.58,-6.2998469,106.0845931
91,$606793.93,17.129.138.17,-6.9092185,107.6426797
92,$707828.70,53.179.80.250,59.853262,17.6356163
93,$61659.55,49.79.162.13,45.8524432,-73.7572393
94,$523147.48,244.177.10.53,36.4257359,139.9802454
95,$699216.45,5.209.203.165,-25.5376671,-55.9901675
96,$732319.52,79.208.64.26,-7.643739,110.284601
97,$17801.50,212.193.15.31,-27.574998,-50.1626664
98,$817362.11,3.84.242.196,20.36667,-75.01667
99,$297928.03,140.163.231.119,42.65,103.8
100,$832597.78,10.103.120.59,48.8493975,2.4751086
101,$964004.65,157.185.223.115,-0.7885335,100.6549823
102,$351187.95,12.234.165.236,60.1575299,29.8465101
103,$734040.92,172.146.195.36,44.509727,18.0254081
104,$55442.93,7.246.167.120,25.241174,115.748629
105,$75758.53,114.13.37.254,39.442222,112.464886
106,$317599.80,248.57.139.5,22.6611943,-102.9937166
107,$407359.93,200.49.180.48,-2.2695575,40.9006408
108,$500051.93,254.31.150.154,-22.7338724,-45.1201112
109,$504988.01,189.232.90.72,34.705306,108.438067
110,$10027.86,42.10.191.86,33.9744806,-118.4177707
111,$544220.21,90.25.244.133,7.7299001,125.1001641
112,$22197.15,36.68.88.251,41.561877,108.925428
113,$123542.30,98.14.13.205,48.967159,17.0279282
114,$77332.80,36.185.238.31,31.385597,120.980736
115,$999474.96,7.60.172.212,-27.6923006,23.0367512
116,$436336.29,96.30.86.7,41.4222316,-8.2464998
117,$516053.48,215.163.174.243,19.3387759,-99.1497466
118,$28549.52,175.52.120.39,15.4963503,101.6385328
119,$952784.18,14.254.159.184,19.6612408,-99.0795719
120,$474627.91,247.150.232.59,41.3910706,23.200121
121,$960698.79,159.97.186.213,49.7052493,4.9404055
122,$909318.16,135.25.20.46,45.8174856,17.1851
123,$394730.68,190.156.185.111,-6.2360264,106.3198908
124,$931182.63,126.39.48.184,-14.35266,-70.094963
125,$399664.22,231.245.208.154,50.2642858,13.5453919
126,$871949.07,92.153.167.221,60.0128251,30.0046156
127,$822514.95,61.156.0.74,8.748114,124.802831
128,$860403.42,69.51.100.16,40.7843506,22.0874496
129,$160318.81,63.99.210.123,49.7724099,5.981844
130,$240399.24,94.28.172.123,9.2284759,-80.0856189
131,$225691.21,212.18.209.49,14.5347758,121.112687
132,$125754.92,109.191.130.226,45.89485,13.7233116
133,$906391.62,229.195.172.1,51.6325534,18.0075305
134,$44754.63,105.15.130.36,40.3802589,50.0918078
135,$547749.76,98.90.46.4,42.3604802,-71.0590624
136,$954088.80,26.19.38.2,-29.4125426,-66.8252726
137,$939374.40,216.140.184.249,42.901533,125.136451
138,$10904.01,236.192.43.213,43.4945737,5.8978018
139,$614225.44,39.184.74.70,55.2884444,23.9749999
140,$749081.94,119.36.245.198,29.541793,110.364953
141,$590238.39,94.127.138.1,29.049672,93.953264
142,$165632.95,174.158.233.41,-7.3,109.066667
143,$283770.30,176.191.231.251,48.6511908,6.481599
144,$751752.13,35.185.158.203,27.5558363,115.1613612
145,$487477.87,93.153.185.63,43.79741,131.953488
146,$241274.87,52.157.213.33,8.287423,100.1927389
147,$465178.08,13.127.133.174,4.9536104,-1.7344155
148,$224887.07,67.241.37.140,12.6679167,123.9881642
149,$346829.55,43.245.39.190,27.198639,54.3666012
150,$542231.64,244.189.249.253,27.8122083,52.350694
151,$40683.16,90.150.20.185,53.2059294,66.8098235
152,$252607.12,221.153.31.166,20.2993311,106.3581527
153,$94635.47,75.125.69.7,55.6427846,38.008554
154,$815122.88,121.188.41.93,-6.2278972,106.7045995
155,$259474.94,88.234.180.5,50.5658445,14.6542767
156,$990236.33,113.141.94.146,32.687346,35.419972
157,$70563.75,138.223.191.1,33.425066,-6.0017674
158,$655619.15,156.140.230.195,-6.967,113.7517
159,$696887.38,80.177.219.195,30.945515,117.81154
160,$942997.93,224.251.231.61,49.980217,24.0778329
161,$788567.56,90.234.65.88,44.7695326,19.6480341
162,$705595.70,178.66.77.223,-6.427987,110.9561
163,$707415.87,28.29.192.83,31.9339724,118.670339
164,$335216.08,128.5.168.118,37.8540608,-8.7921961
165,$245635.28,235.20.41.233,-8.3474,123.2104
166,$335767.67,207.128.169.89,45.0177112,78.3804417
167,$72781.29,216.195.33.44,-20.5180739,57.5263859
168,$741016.31,64.183.220.27,50.58999,20.057961
169,$174355.68,98.36.104.133,40.400611,122.348936
170,$282452.28,53.183.77.230,-6.080007,140.276147
171,$959541.39,209.25.51.26,41.942393,126.558573
172,$11136.53,189.125.64.178,10.1769828,38.1239492
173,$792169.58,198.43.234.15,6.6486989,-4.2051476
174,$917629.57,242.92.172.54,56.0345586,14.0604538
175,$723810.89,32.43.152.73,51.9913857,5.9372731
176,$980530.99,232.15.35.30,-31.7653989,-52.3375886
177,$793401.73,150.123.63.1,28.906106,111.970514
178,$761080.96,119.91.225.43,48.9933962,14.5417888
179,$776077.54,71.95.124.186,49.3983782,15.5870415
180,$346664.97,202.225.73.39,35.5873507,-82.4874499
181,$610535.37,148.173.135.174,6.658614,-72.733351
182,$729580.05,188.33.104.78,-11.8073201,-75.4264609
183,$568294.77,139.201.34.36,-20.9211015,-64.7480995
184,$978420.41,136.105.98.16,43.4945737,5.8978018
185,$313804.03,142.157.178.2,56.8965251,14.8077914
186,$574394.51,179.78.11.148,28.90499,109.667164
187,$157036.21,43.222.222.162,32.905305,101.755566
188,$133454.06,7.4.76.70,38.0339984,23.7379786
189,$175587.73,104.39.170.155,54.6711201,18.3894523
190,$495590.55,38.5.225.198,19.258341,110.474648
191,$522265.31,19.184.140.65,-8.403309,112.673499
192,$992759.08,130.161.155.122,30.826816,113.846241
193,$235726.19,71.178.171.251,43.525311,125.664662
194,$770965.57,243.207.183.187,13.816877,121.131952
195,$901902.19,220.171.38.26,44.5591908,18.6917335
196,$119211.88,168.247.188.77,-1.8213645,125.379537
197,$588076.15,252.216.168.15,-19.59354,-46.94141
198,$774788.98,118.147.1.209,-15.3238828,-70.0737598
199,$347156.87,55.158.136.168,41.6089452,20.006257
200,$531140.92,166.214.206.208,30.608675,114.980217
201,$199256.45,99.249.237.28,14.295795,120.9905117
202,$237827.92,238.142.90.203,48.235668,16.373098
203,$41964.77,249.213.228.0,50.3676821,25.8233821
204,$70274.90,126.77.244.233,49.735524,13.7575556
205,$534366.81,69.82.193.250,34.477861,110.084789
206,$704786.89,33.226.241.80,50.085781,18.5296459
207,$262687.57,206.187.133.25,35.9015016,-81.138279
208,$810639.76,53.143.78.187,47.1181887,9.5433844
209,$668279.95,88.97.39.78,44.3037425,20.5613514
210,$203661.21,200.59.66.24,39.021046,117.2401593
211,$170330.55,124.80.215.179,34.329605,108.708991
212,$232267.73,160.168.96.79,-6.4698758,107.4780383
213,$996627.79,90.244.86.169,44.254148,86.311647
214,$55823.49,242.237.206.194,49.0871049,0.5957159
215,$120866.96,208.60.95.252,38.0187253,140.1471983
216,$199317.32,47.180.151.91,55.6967262,39.2331589
217,$147938.24,88.48.23.163,25.941708,119.560304
218,$395608.73,109.158.121.108,19.63333,30.41667
219,$879365.67,31.227.30.207,-38.9459345,-68.113957
220,$746885.50,115.155.37.57,60.6191114,26.1999237
221,$214981.48,194.197.38.197,30.199688,110.674706
222,$653483.29,171.28.119.92,-15.3471443,-71.4438761
223,$60941.53,176.70.236.105,40.6230031,19.4690444
224,$31912.18,242.189.60.173,37.0510081,21.7155204
225,$877756.76,86.167.174.253,-26.8325124,-56.2063312
226,$858292.09,255.190.157.161,24.922044,118.223965
227,$830090.86,3.196.30.21,34.751868,107.035769
228,$217689.43,84.136.125.43,25.49872,119.790168
229,$463714.41,123.9.221.214,34.657162,104.549685
230,$390211.04,216.28.140.109,18.3999996,121.5166702
231,$949206.77,18.25.7.228,37.1578431,68.8824233
232,$860127.28,123.188.211.26,53.3604483,-6.1942058
233,$956490.22,34.173.86.119,34.3020001,48.8145943
234,$81719.87,5.210.211.25,5.069435,-74.380305
235,$727447.51,232.107.115.252,38.7097954,-9.4164575
236,$780801.39,20.202.3.251,31.311756,118.372655
237,$436174.86,190.145.180.25,30.387552,120.174895
238,$640808.11,134.85.166.100,16.5762863,107.5120556
239,$205244.56,185.168.189.123,38.7004199,-9.2419409
240,$555658.70,38.201.236.25,-21.0800303,-44.2039901
241,$685082.06,159.177.111.142,-34.6727765,-58.550564
242,$223022.35,11.201.104.65,43.804723,4.401981
243,$206133.68,88.105.253.88,55.7756358,37.8348162
244,$705527.80,142.142.186.182,8.1642301,99.6756794
245,$161755.38,0.149.17.130,49.0149775,31.0539028
246,$794189.38,5.153.82.131,37.760365,-25.7013016
247,$870980.81,224.165.205.148,26.930956,113.717886
248,$713962.45,133.118.85.165,-23.4819846,-49.2435998
249,$786755.67,188.56.42.180,29.204461,116.512037
250,$441009.61,14.163.23.137,42.4324196,129.741477
251,$254397.95,231.84.251.81,-7.0868507,107.5630511
252,$67254.62,37.37.32.79,53.2911347,-6.3506335
253,$676356.54,22.4.171.131,13.5699981,-14.5611573
254,$452041.51,233.137.110.155,41.9943014,20.4128027
255,$312823.71,241.8.19.234,32.85355,68.44972
256,$38198.45,137.252.227.117,55.9437901,37.315783
257,$435013.90,133.1.154.203,36.13848,36.61247
258,$942093.86,12.1.111.128,57.9870012,33.9071546
259,$880729.68,204.176.123.37,26.107704,102.73596
260,$301445.09,150.199.88.122,27.999411,115.932899
261,$726823.66,113.26.199.181,36.557474,116.747092
262,$578878.61,34.84.2.17,44.1440673,17.398111
263,$916082.20,110.161.164.10,52.8056388,37.2283674
264,$206001.83,95.39.29.255,60.0114861,15.7899671
265,$558613.50,209.19.61.8,-22.6118831,-46.0577071
266,$566569.09,16.141.254.104,53.2109968,40.3495943
267,$106168.90,2.244.37.110,14.0651123,121.2462166
268,$37395.93,249.190.97.80,-33.745727,-61.961036
269,$157864.11,180.148.64.148,54.7214094,-113.2861822
270,$529621.62,12.144.70.146,25.474787,119.117992
271,$774838.32,148.27.99.141,59.4043888,18.0280746
272,$239367.04,146.155.201.93,5.8837714,38.9824579
273,$480028.25,225.41.180.232,-6.2746751,-79.6080967
274,$18443.51,39.170.70.155,22.533012,113.930475
275,$71119.59,19.129.132.96,52.1350237,83.3181593
276,$871142.70,106.129.107.82,11.996688,125.4500814
277,$224176.42,215.187.82.132,39.1505158,20.737591
278,$127258.50,218.10.197.123,50.0234664,-66.8869412
279,$228929.96,27.89.223.142,38.8783335,-9.425154
280,$866578.96,73.198.39.220,40.6945036,-73.9565551
281,$758944.83,241.21.137.242,42.822377,75.3178952
282,$869362.94,31.54.118.112,31.145454,121.121123
283,$546372.45,168.126.249.191,31.759482,119.443725
284,$984746.98,18.231.159.67,16.4588779,-15.6940454
285,$140046.04,100.240.200.141,-7.2801,108.1944
286,$417617.98,6.219.96.252,29.285314,110.338222
287,$731453.06,235.93.12.149,-7.2929068,107.2666396
288,$115117.23,166.244.150.36,18.2943776,105.6745247
289,$291179.10,183.87.5.207,45.141789,124.825117
290,$719036.16,162.121.184.55,50.4145342,23.2170296
291,$112722.56,4.192.187.162,31.150681,121.124178
292,$8251.13,51.1.224.111,-7.9675395,112.7032945
293,$543830.72,175.19.222.130,-29.0303854,-51.2003761
294,$137125.23,157.77.176.132,32.421701,35.386433
295,$413857.18,255.181.170.15,-34.7063243,-58.4776004
296,$336770.17,253.220.13.45,-32.9271629,-60.6962267
297,$676213.83,43.2.25.228,36.1679648,8.7095789
298,$122776.32,154.45.255.27,63.8351385,-21.0606971
299,$318962.43,174.96.172.234,62.587277,40.61071
300,$190733.51,177.198.212.230,-7.617735,112.4172256
301,$295901.95,187.35.115.255,25.3141558,49.6299077
302,$948839.82,213.32.251.34,7.1854773,1.9979411
303,$237842.29,148.16.232.162,30.741991,121.341969
304,$273462.18,216.53.79.56,37.705473,22.7494193
305,$190456.76,32.77.211.191,-21.2664483,-63.4508107
306,$733017.78,136.216.160.21,33.38278,66.27233
307,$444555.24,45.116.26.58,-23.6228759,-46.7816647
308,$724005.29,63.53.35.46,5.695633,-76.649812
309,$793647.45,141.159.156.108,-10.02569,123.729698
310,$419052.43,251.199.28.159,59.3178128,18.0285502
311,$40884.62,255.68.96.85,21.0598649,105.4943648
312,$44303.63,209.52.208.151,-7.5173045,110.5933862
313,$339471.77,110.226.110.87,-19.7667781,-43.0343237
314,$168457.75,64.116.176.91,51.9166667,-8.05
315,$997933.74,242.227.89.197,48.4590993,-67.4401254
316,$626345.57,76.167.116.202,13.3539251,5.2344983
317,$276078.21,240.127.246.72,-22.4183841,-44.3482701
318,$483837.36,138.55.146.194,-20.5393288,-47.4013437
319,$631613.63,48.106.174.178,46.366234,127.010966
320,$226915.64,74.203.172.223,12.6813957,101.2816261
321,$942258.52,20.137.73.120,-6.2360264,106.3198908
322,$958700.53,43.150.55.77,13.3393279,122.0103514
323,$699390.35,97.103.144.46,9.2894242,12.2416715
324,$72015.87,106.165.222.82,39.9931853,46.9949562
325,$140771.26,215.33.12.100,29.985295,122.207215
326,$342704.22,128.149.30.101,10.8226522,105.6647142
327,$44485.40,159.170.36.35,36.4173244,139.2821897
328,$590676.60,156.39.44.135,13.5292779,-86.2856819
329,$746405.41,2.193.44.146,49.9800949,19.234704
330,$349598.40,230.186.211.136,57.9093249,60.166299
331,$935007.37,78.27.72.215,39.964054,116.714967
332,$488147.43,129.227.117.97,15.2904851,-86.9135745
333,$173650.12,233.42.114.164,-33.7309374,-70.7423218
334,$770009.35,234.111.187.227,13.6910654,100.614025
335,$753591.92,203.242.199.31,37.401244,22.1364871
336,$252166.19,103.247.209.147,-9.1930089,-38.2110938
337,$891571.32,12.25.243.46,-7.4399956,107.9887402
338,$89116.77,199.114.147.84,-5.0077715,12.9608246
339,$906187.11,122.117.40.19,15.816699,120.349903
340,$818970.78,125.239.211.106,-7.2510084,106.9600711
341,$906003.07,173.2.4.36,48.9200144,17.1656129
342,$747872.86,29.101.160.205,-10.5224941,-36.6525696
343,$907998.72,127.252.249.174,46.2051265,-70.7720325
344,$209907.89,70.87.126.243,-6.91253,113.75089
345,$374354.38,219.12.194.86,9.3607067,-83.7145811
346,$809368.33,235.98.83.157,39.986293,116.313024
347,$143734.49,1.185.174.66,30.893837,121.092179
348,$120856.28,226.238.89.186,42.4466457,19.8827002
349,$225183.04,42.111.84.126,35.7642515,10.8112885
350,$804107.07,206.136.50.116,6.8192374,3.1930302
351,$626852.92,159.154.83.142,50.1262873,20.1024758
352,$917380.88,141.11.86.28,-6.2962889,106.2413249
353,$408682.59,67.149.236.249,41.6985084,-8.3404338
354,$498853.44,236.61.175.86,26.4755204,67.7240089
355,$6759.35,98.48.140.239,35.8835933,140.5250401
356,$132743.90,117.206.76.241,29.83622,91.64777
357,$290760.39,198.147.150.187,39.4158155,-7.4562886
358,$316510.06,66.203.63.227,31.871595,56.0194244
359,$288694.94,227.112.138.68,-6.791629,111.5140386
360,$35421.93,210.21.94.115,31.5977,118.45323
361,$270511.65,229.104.43.159,57.716,60.6484
362,$864596.79,234.117.22.165,36.7683527,45.7337091
363,$913037.17,58.191.93.112,31.5204633,-5.5302337
364,$344598.17,26.11.237.168,33.9253024,-84.3857442
365,$510507.31,47.14.250.67,-29.6880479,-51.1333376
366,$323123.20,13.81.0.160,12.3783745,17.0568962
367,$513463.87,66.120.109.196,34.0236518,113.8059154
368,$170935.59,195.211.66.100,48.4621258,7.4888434
369,$303021.93,105.74.82.87,50.03332,-113.58524
370,$657395.43,31.152.34.211,22.2949889,91.9759204
371,$907192.94,233.234.5.147,32.009995,114.91925
372,$602967.12,253.233.58.216,32.200197,118.41697
373,$770734.68,55.75.127.66,43.800779,131.978812
374,$151641.76,163.12.13.192,-7.4720926,108.6324073
375,$361215.23,100.33.220.13,57.6890848,12.1646899
376,$47719.28,62.200.3.141,19.543278,110.797759
377,$295021.66,245.239.252.8,57.331693,25.6100339
378,$505552.99,162.76.204.212,49.3168925,17.4637476
379,$978395.35,88.74.70.145,39.163627,117.672041
380,$347075.38,10.100.89.237,59.8445787,13.2588145
381,$198625.13,199.68.104.26,0.0090686,103.5089907
382,$143237.51,145.255.7.126,38.1625093,21.6682269
383,$368700.25,120.157.160.124,36.46667,81.96667
384,$435314.43,247.189.184.205,-7.302664,112.7330892
385,$271374.38,118.71.9.12,17.9835237,100.051784
386,$531605.63,78.56.81.39,24.8051928,125.2789544
387,$950135.14,163.26.147.94,46.8330256,-0.7845859
388,$107451.16,107.119.196.140,22.2866176,114.148724
389,$429298.98,213.17.173.38,50.216501,21.6671416
390,$939765.75,47.165.20.97,41.781418,82.502677
391,$315666.97,237.41.224.244,-6.2418983,107.0929915
392,$424923.33,104.247.54.128,43.915,67.24806
393,$797593.92,17.188.87.58,-6.5322356,105.652983
394,$51971.99,253.105.167.176,6.8883341,-6.4396888
395,$704036.42,67.170.112.124,-24.912902,-65.640294
396,$803721.87,59.57.139.140,21.8788609,-82.8101975
397,$876162.14,75.251.23.196,-7.328379,108.207215
398,$744314.98,210.96.94.222,40.774461,120.869231
399,$167864.13,174.152.103.196,11.8469126,-86.4364441
400,$646336.08,13.210.5.67,5.8874488,10.0191857
401,$690484.53,195.219.23.103,41.4853545,-7.1808711
402,$65003.40,239.149.217.206,44.7783548,19.5985451
403,$278700.79,39.140.82.249,65.2670135,21.7880154
404,$309002.12,92.111.169.236,-16.4078661,-49.1828385
405,$283079.54,179.251.241.61,42.0943874,43.080345
406,$518495.74,74.6.236.181,49.3357569,22.2868645
407,$682430.33,128.233.29.49,45.1596128,19.1621323
408,$378631.10,148.109.67.33,-7.361477,108.103677
409,$206678.03,47.82.238.138,54.7305189,25.2361291
410,$390855.85,88.162.186.46,33.8305244,-4.8353154
411,$307066.85,157.19.241.171,48.9990813,1.6899473
412,$935988.22,117.11.21.105,-27.451456,-59.029959
413,$4226.71,154.141.71.84,48.9580793,16.9851229
414,$457858.98,126.104.170.147,53.4513,17.5316201
415,$460843.47,215.122.8.162,49.3893564,20.1858091
416,$883694.43,140.26.98.104,32.206857,114.539918
417,$879371.13,53.38.161.71,12.5258542,-86.2907568
418,$953550.47,17.96.173.137,-6.6187563,110.6647198
419,$993929.61,196.150.86.56,34.810487,117.323725
420,$386257.41,40.82.46.204,-6.5596329,111.0534923
421,$938039.41,187.236.198.208,8.150969,123.8502563
422,$703375.81,117.198.51.105,46.4054155,16.4201451
423,$217636.37,182.189.193.166,33.13782,111.490964
424,$646925.24,115.189.21.194,46.8260183,-2.1318548
425,$514064.26,166.173.175.236,-7.3522365,108.0450467
426,$923666.79,244.146.96.154,55.6840317,12.5532982
427,$95866.90,27.76.107.148,59.0463022,12.7017317
428,$533098.19,131.77.16.245,-6.1382732,-77.0967357
429,$871988.47,125.121.25.246,37.8099917,65.2026017
430,$223974.58,153.194.221.233,31.7640178,54.578097
431,$890586.46,192.120.37.37,-38.7239099,-62.278743
432,$788428.26,87.115.178.227,15.60223,44.0242
433,$592317.67,50.62.83.231,30.274084,120.15507
434,$941682.60,17.220.110.33,50.0360024,22.0152079
435,$571041.91,234.241.188.58,39.1168675,-9.2011356
436,$901757.75,87.151.236.141,21.2573126,105.8480203
437,$222972.96,209.98.170.145,23.11153,109.57224
438,$210523.47,188.29.56.179,27.86732,107.42099
439,$209077.98,114.189.132.13,-19.1694375,46.7405959
440,$672381.88,102.95.163.110,33.644743,115.177188
441,$378878.20,132.213.38.177,32.085484,112.124371
442,$121466.84,181.34.105.103,59.3138173,14.4937714
443,$9661.49,137.82.216.252,3.5053306,98.6783333
444,$623036.73,162.51.17.110,20.957938,-76.9527836
445,$483125.93,159.20.221.33,31.438589,104.618817
446,$719512.48,194.189.92.210,39.9474817,116.4689261
447,$982648.22,157.68.88.95,36.077544,120.008307
448,$53917.24,122.203.148.225,59.3465821,26.365315
449,$991177.89,232.249.25.217,34.9690901,63.1443045
450,$339371.13,205.56.198.7,50.3789576,13.751438
451,$714249.10,78.81.117.144,35.4889372,139.3909552
452,$475362.16,107.206.121.239,35.995654,119.410103
453,$249736.04,22.199.6.109,30.031533,101.014425
454,$827692.88,138.186.240.198,31.438589,104.618817
455,$156961.75,190.5.114.224,-8.1553145,111.8270486
456,$422989.03,35.58.173.100,7.7601925,125.0095225
457,$735379.38,169.170.3.119,31.288153,114.618236
458,$802024.17,73.239.28.250,32.114217,35.195851
459,$301812.72,30.168.166.171,-26.2886266,27.8454627
460,$372470.76,189.15.12.162,2.18873,98.61185
461,$663551.44,84.168.243.139,-11.7088712,-40.5940565
462,$14459.46,29.38.10.126,40.8288377,-73.9374517
463,$540390.85,253.134.72.94,44.8532094,20.3555646
464,$594842.04,70.92.45.103,34.02,-118.5
465,$94490.57,175.73.173.57,18.7597777,-69.0362184
466,$543351.82,120.239.190.115,59.3650479,17.9947004
467,$79462.29,6.58.210.193,-25.7605107,-56.6163213
468,$711617.52,148.53.137.137,-7.0062,112.0295
469,$35124.91,212.91.181.86,35.1674,25.48139
470,$237085.71,26.44.250.193,27.5331693,68.7254605
471,$780350.00,200.116.59.231,55.874056,37.690366
472,$600056.00,0.53.200.78,14.5939093,-90.7533601
473,$289125.95,205.50.200.22,31.340637,119.823308
474,$773321.22,53.38.191.242,46.4144282,37.9579616
475,$840976.44,74.68.95.64,43.8363441,4.3566473
476,$125046.50,16.203.70.210,24.1426408,-110.3127531
477,$478003.29,25.115.239.83,36.2268985,27.8561492
478,$37568.54,106.73.139.237,32.4322509,74.5809328
479,$832016.72,188.135.50.6,23.2654395,113.3547602
480,$169104.54,105.142.123.234,-10.5411,123.2875
481,$831729.54,207.94.93.233,-8.4422524,124.1253751
482,$616626.62,251.97.58.146,45.551643,-73.1932647
483,$187157.90,26.98.87.37,-6.7790605,108.2852049
484,$429898.19,124.23.89.222,53.3621047,58.9682091
485,$156553.71,56.66.131.234,26.41417,109.10222
486,$756882.49,1.174.92.170,27.0449005,84.8672171
487,$72046.97,160.65.11.154,-36.6062618,-72.1023351
488,$540127.10,242.148.161.97,54.1347287,33.2921685
489,$937682.85,183.8.241.218,37.479652,140.9588844
490,$836208.26,26.30.52.26,33.08038,104.64117
491,$275337.51,0.34.62.140,3.116134,101.664881
492,$109974.19,75.232.251.64,51.5742615,5.0840393
493,$983840.19,36.102.222.37,52.5387,30.9173
494,$402633.15,45.177.48.74,-10.5971,121.8889
495,$918086.95,214.50.20.232,39.8914201,-8.767762
496,$659735.59,208.234.85.88,41.4030479,-8.2430192
497,$783186.50,100.182.46.76,-17.6680839,-71.3468091
498,$272609.64,43.182.61.236,-7.3742259,108.4454089
499,$922406.79,218.44.17.114,40.1852285,44.2668203
500,$381172.55,61.252.112.30,-0.8406658,-80.1596041
501,$466597.27,223.16.186.231,59.3846971,13.4676693
502,$994038.71,115.20.218.81,40.0966354,116.6409433
503,$97980.13,93.199.98.13,-7.377892,109.2504436
